final_id,text,logprobs_forward,logprobs_backward,step
18,C1CN(N2(N3CCN(c4ccc[n+](N5(CNC=O)CCNCC5)c4)CC3)CCNCC2)CCN1C1(N2(N3CCCCC3)CCNCC2)CCCCC1,-1.648,-2.08,15
18,C1CN(N2CCN(N3CCN(c4ccc[n+](N5(CNC=O)CCNCC5)c4)CC3)CC2)CCN1C1(N2(N3CCCCC3)CCNCC2)CCCCC1,-1.355,-2.197,16
18,C1CN(N2CCN(N3CCN(c4ccc[n+](N5(CNC=O)CCNCC5)c4)CC3)CC2)CCN1C1C(N2(N3CCCCC3)CCNCC2)CCCC1,-1.123,-2.197,17
18,C1CN(N2CCN(N3CCN(c4ccc[n+](N5CCN(C(NC)=O)CC5)c4)CC3)CC2)CCN1C1C(N2(N3CCCCC3)CCNCC2)CCCC1,-3.801,-5.048,21
18,C1CN(N2CCN(N3CCN(c4ccc[n+](N5CCN(C(NC)=O)CC5)c4)CC3)CC2)CCN1C1C(N2CCN(N3CCCCC3)CC2)CCCC1,-3.2286,-8.121,25
18,C1CN(N2CCN(N3CCN(c4ccc[n+](N5CCN(CNC=O)CC5)c4)CC3)CC2)CCN1C1C(N2(N3CCCCC3)CCNCC2)CCCC1,-2.2489999999999997,-4.7010000000000005,19
18,C1CNCCN1,-1.978,-0.6934,1
19,C(NC(=O)c1(N2CCN(N3(C4CC(C5CCCC5)C(c5ccc[nH+]c5)CC4)CCNCC3)CC2)cc[nH]c1)C1C(c2c(=O)[nH]c(=O)[nH]c2)CCCC1,-1.839,-1.946,15
19,C(NC(=O)c1(N2CCN(N3(C4CC(C5CCCC5)C(c5ccc[nH+]c5)CC4)CCNCC3)CC2)cc[nH]c1)C1CC(c2c(=O)[nH]c(=O)[nH]c2)CCC1,-1.424,-2.08,16
19,C(NC(=O)c1cc(N2CCN(N3(C4CC(C5CCCC5)C(c5ccc[nH+]c5)CC4)CCNCC3)CC2)[nH]c1)C1CC(c2c(=O)[nH]c(=O)[nH]c2)CCC1,-0.9907,-2.197,17
19,C(NC(=O)c1cc(N2CCN(N3CCN(C4CC(C5CCCC5)C([n+]5ccccc5)CC4)CC3)CC2)[nH]c1)C1CC(c2c(=O)[nH]c(=O)[nH]c2)CCC1,-7.7353,-13.169,25
19,C(NC(=O)c1cc(N2CCN(N3CCN(C4CC(C5CCCC5)C(c5ccc[nH+]c5)CC4)CC3)CC2)[nH]c1)C1CC(c2c(=O)[nH]c(=O)[nH]c2)CCC1,-2.6135,-4.7010000000000005,19
19,C(NC=O)(c1(N2(N3(C4(c5ccc[nH+]c5)(C5CCCC5)CCCCC4)CCNCC3)CCNCC2)cc[nH]c1)C1(c2c(=O)[nH]c(=O)[nH]c2)CCCCC1,-7.836,-1.099,9
19,C(NC=O)(c1(N2(N3(C4(c5ccc[nH+]c5)CC(C5CCCC5)CCC4)CCNCC3)CCNCC2)cc[nH]c1)C1(c2c(=O)[nH]c(=O)[nH]c2)CCCCC1,-10.062000000000001,-2.774,11
19,C(NC=O)(c1(N2(N3(C4(c5ccc[nH+]c5)CCCCC4)CCNCC3)CCNCC2)cc[nH]c1)C1(c2c(=O)[nH]c(=O)[nH]c2)CCCCC1,-3.822,-1.099,8
19,C(NC=O)(c1(N2(N3(C4CC(C5CCCC5)C(c5ccc[nH+]c5)CC4)CCNCC3)CCNCC2)cc[nH]c1)C1(c2c(=O)[nH]c(=O)[nH]c2)CCCCC1,-3.227,-1.609,12
19,C(NC=O)(c1(N2(N3(C4CC(C5CCCC5)C(c5ccc[nH+]c5)CC4)CCNCC3)CCNCC2)cc[nH]c1)C1C(c2c(=O)[nH]c(=O)[nH]c2)CCCC1,-3.305,-1.792,13
19,C(NC=O)(c1(N2(N3(C4CCCCC4)CCNCC3)CCNCC2)cc[nH]c1)C1(c2c(=O)[nH]c(=O)[nH]c2)CCCCC1,-2.45,-0.6934,7
19,C(NC=O)(c1(N2(N3CCNCC3)CCNCC2)cc[nH]c1)C1(c2c(=O)[nH]c(=O)[nH]c2)CCCCC1,-6.684,-0.6934,6
19,C(NC=O)(c1(N2(N3CCNCC3)CCNCC2)cc[nH]c1)C1CCCCC1,-2.654,-0.6934,5
19,C(NC=O)(c1(N2CCN(N3(C4CC(C5CCCC5)C(c5ccc[nH+]c5)CC4)CCNCC3)CC2)cc[nH]c1)C1C(c2c(=O)[nH]c(=O)[nH]c2)CCCC1,-1.964,-1.946,14
19,C(NC=O)(c1(N2CCNCC2)cc[nH]c1)C1CCCCC1,-2.637,-0.6934,4
19,C(NC=O)(c1cc[nH]c1)C1CCCCC1,-1.857,-0.6934,3
19,C(NC=O)c1cc[nH]c1,-3.102,-0.6934,2
19,CNC=O,-3.05,-0.6934,1
20,c1(-c2(N3CCNCC3)cc[nH]c2)(C2(c3(C4(N5(C(NC=O)N6CCNCC6)CCNCC5)CCCCC4)ccc[nH+]c3)CCOCC2)cc[nH]c1,-3.32,-1.099,9
20,c1(-c2cc[nH]c2)(C2(c3(C4(N5(C(NC=O)N6CCNCC6)CCNCC5)CCCCC4)ccc[nH+]c3)CCOCC2)cc[nH]c1,-3.361,-0.6934,8
20,c1(-c2cc[nH]c2)(C2(c3(C4(N5(CNC=O)CCNCC5)CCCCC4)ccc[nH+]c3)CCOCC2)cc[nH]c1,-4.24,-0.6934,7
20,c1(-c2cc[nH]c2)(C2(c3(C4(N5CCNCC5)CCCCC4)ccc[nH+]c3)CCOCC2)cc[nH]c1,-3.207,-0.6934,6
20,c1(-c2cc[nH]c2)(C2(c3(C4CCCCC4)ccc[nH+]c3)CCOCC2)cc[nH]c1,-2.424,-0.6934,5
20,c1(-c2cc[nH]c2)(C2(c3ccc[nH+]c3)CCOCC2)cc[nH]c1,-3.47,-0.6934,4
20,c1(-c2cc[nH]c2)(C2CCOCC2)cc[nH]c1,-3.531,-0.6934,3
20,c1(-c2cc[nH]c2)cc[nH]c1,-3.104,-0.6934,2
20,c1(C2(c3(C4(N5(C(NC=O)N6CCNCC6)CCNCC5)CCCCC4)ccc[nH+]c3)CCOCC2)cc(-c2(N3CCNCC3)cc[nH]c2)[nH]c1,-2.477,-1.387,10
20,c1(C2C(c3(C4(N5(C(NC=O)N6CCNCC6)CCNCC5)CCCCC4)ccc[nH+]c3)COCC2)cc(-c2(N3CCNCC3)cc[nH]c2)[nH]c1,-2.314,-1.609,11
20,c1(C2C(c3(C4CCC(N5(C(NC=O)N6CCNCC6)CCNCC5)CC4)ccc[nH+]c3)COCC2)cc(-c2(N3CCNCC3)cc[nH]c2)[nH]c1,-7.58,-3.218,13
20,c1(C2C(c3(C4CCC(N5(CNC(=O)N6CCNCC6)CCNCC5)CC4)ccc[nH+]c3)COCC2)cc(-c2(N3CCNCC3)cc[nH]c2)[nH]c1,-1.771,-1.792,14
20,c1(C2C(c3ccc[n+](C4CCC(N5(CNC(=O)N6CCNCC6)CCNCC5)CC4)c3)COCC2)cc(-c2(N3CCNCC3)cc[nH]c2)[nH]c1,-1.736,-1.946,15
20,c1(C2C(c3ccc[n+](C4CCC(N5(CNC(=O)N6CCNCC6)CCNCC5)CC4)c3)COCC2)cc(-c2cc(N3CCNCC3)[nH]c2)[nH]c1,-1.342,-2.08,16
20,c1(C2C(c3ccc[n+](C4CCC(N5CCN(CNC(=O)N6CCNCC6)CC5)CC4)c3)COCC2)cc(-c2cc(N3CCNCC3)[nH]c2)[nH]c1,-1.142,-2.197,17
20,c1(C2C(c3ccc[n+](C4CCCCC4N4CCN(CNC(=O)N5CCNCC5)CC4)c3)CCCO2)cc(-c2cc(N3CCNCC3)[nH]c2)[nH]c1,-7.7922,-15.567,25
20,c1(C2C(c3ccc[n+](C4CCCCC4N4CCN(CNC(=O)N5CCNCC5)CC4)c3)COCC2)cc(-c2cc(N3CCNCC3)[nH]c2)[nH]c1,-1.493,-2.303,18
20,c1cc[nH]c1,-3.102,-0.6934,1
21,C(NC(=O)c1(CNC(=O)N2CCNCC2)cc[nH]c1)CNC(=O)c1(-c2(N3(N4CCNCC4)CCNCC3)ncnc3c2nc[nH]3)cscn1,-5.805,-3.738,14
21,C(NC(=O)c1(CNC(=O)N2CCNCC2)cc[nH]c1)CNC(=O)c1(-c2ncnc3c2ncn3N2(N3CCNCC3)CCNCC2)cscn1,-1.845,-2.08,15
21,C(NC(=O)c1cc(CNC(=O)N2CCNCC2)[nH]c1)CNC(=O)c1(-c2ncnc3c2ncn3N2(N3CCNCC3)CCNCC2)cscn1,-4.666,-4.5,17
21,C(NC(=O)c1cc(CNC(=O)N2CCNCC2)[nH]c1)CNC(=O)c1csc(-c2ncnc3c2ncn3N2(N3CCNCC3)CCNCC2)n1,-3.8200000000000003,-4.796,19
21,C(NC(=O)c1cc(CNC(=O)N2CCNCC2)[nH]c1)CNC(=O)c1csc(-c2ncnc3c2ncn3N2CCN(N3CCNCC3)CC2)n1,-5.9009,-13.169,25
21,C(NC=O)(C(NC=O)c1(-c2(N3(N4CCNCC4)CCNCC3)ncnc3c2nc[nH]3)cscn1)c1(C(NC=O)N2CCNCC2)cc[nH]c1,-2.766,-0.6934,9
21,C(NC=O)(C(NC=O)c1(-c2(N3(N4CCNCC4)CCNCC3)ncnc3c2nc[nH]3)cscn1)c1(CNC(=O)N2CCNCC2)cc[nH]c1,-2.332,-1.099,10
21,C(NC=O)(C(NC=O)c1(-c2(N3CCNCC3)ncnc3c2nc[nH]3)cscn1)c1(C(NC=O)N2CCNCC2)cc[nH]c1,-2.81,-0.6934,8
21,C(NC=O)(C(NC=O)c1(-c2(N3CCNCC3)ncnc3c2nc[nH]3)cscn1)c1(CNC=O)cc[nH]c1,-2.78,-0.6934,7
21,C(NC=O)(C(NC=O)c1(-c2ncnc3c2nc[nH]3)cscn1)c1(CNC=O)cc[nH]c1,-5.64,-0.6934,6
21,C(NC=O)(C(NC=O)c1cscn1)c1(CNC=O)cc[nH]c1,-3.258,-0.6934,5
21,C(NC=O)(C(NC=O)c1cscn1)c1cc[nH]c1,-3.902,-0.6934,4
21,C(NC=O)(CNC(=O)c1(-c2(N3(N4CCNCC4)CCNCC3)ncnc3c2nc[nH]3)cscn1)c1(CNC(=O)N2CCNCC2)cc[nH]c1,-6.308999999999999,-2.996,12
21,C(NC=O)C(NC=O)c1cscn1,-6.938,-0.6934,3
21,C(NC=O)CNC=O,-2.568,-0.6934,2
21,CNC=O,-2.543,-0.6934,1
22,c1(C(NC=O)N2(N3(C4CCNC4)CCNCC3)CCNCC2)(C2CCNCC2)cc[nH]c1,-4.55,-0.6934,6
22,c1(C(NC=O)N2(N3CCN(C4CCNC4)CC3)CCNCC2)(C2(C3(c4[nH]c(=O)c5c(n4)[nH]cn5)CCCCC3)(C3CCCCC3)CCNCC2)cc[nH]c1,-5.137,-1.387,10
22,c1(C(NC=O)N2(N3CCN(C4CCNC4)CC3)CCNCC2)(C2(C3CCCCC3)(C3CCCCC3)CCNCC2)cc[nH]c1,-3.707,-1.099,9
22,c1(C(NC=O)N2(N3CCN(C4CCNC4)CC3)CCNCC2)(C2(C3CCCCC3)CCNCC2)cc[nH]c1,-3.031,-1.099,8
22,c1(C(NC=O)N2(N3CCN(C4CCNC4)CC3)CCNCC2)(C2CCNCC2)cc[nH]c1,-4.605,-0.6934,7
22,c1(C(NC=O)N2(N3CCNCC3)CCNCC2)(C2CCNCC2)cc[nH]c1,-2.959,-0.6934,5
22,c1(C(NC=O)N2(N3CCNCC3)CCNCC2)cc[nH]c1,-2.744,-0.6934,4
22,c1(C(NC=O)N2CCNCC2)cc[nH]c1,-2.75,-0.6934,3
22,c1(C2(C3(c4[nH]c(=O)c5c(n4)[nH]cn5)CCCCC3)(C3CCCCC3)CCNCC2)cc(C(NC=O)N2(N3CCN(C4CCNC4)CC3)CCNCC2)[nH]c1,-3.084,-1.609,11
22,c1(C2(C3(c4[nH]c(=O)c5c(n4)[nH]cn5)CCCCC3)(C3CCCCC3)CCNCC2)cc(C(NC=O)N2(N3CCN(N4CCCC4)CC3)CCNCC2)[nH]c1,-2.701,-1.609,12
22,c1(C2(C3(c4[nH]c(=O)c5c(n4)[nH]cn5)CCCCC3)C(C3CCCCC3)CNCC2)cc(C(NC=O)N2(N3CCN(N4CCCC4)CC3)CCNCC2)[nH]c1,-2.865,-1.792,13
22,c1(C2(C3CC(c4[nH]c(=O)c5c(n4)[nH]cn5)CCC3)C(C3CCCCC3)CNCC2)cc(C(NC=O)N2(N3CCN(N4CCCC4)CC3)CCNCC2)[nH]c1,-2.562,-1.946,14
22,c1(CNC=O)cc[nH]c1,-2.434,-0.6934,2
22,c1(N2CC(C3CCCCC3)C(C3CC(c4[nH]c(=O)c5c(n4)[nH]cn5)CCC3)CC2)cc(C(NC=O)N2(N3CCN(N4CCCC4)CC3)CCNCC2)[nH]c1,-2.3,-1.946,15
22,c1(N2CC(C3CCCCC3)C(C3CC(n4c5nc[nH]c(=O)c5nc4)CCC3)CC2)cc(C(NC=O)N2(N3CCN(N4CCCC4)CC3)CCNCC2)[nH]c1,-7.908,-4.277,17
22,c1(N2CC(C3CCCCC3)C(C3CC(n4c5nc[nH]c(=O)c5nc4)CCC3)CC2)cc(C(NC=O)N2CCN(N3CCN(N4CCCC4)CC3)CC2)[nH]c1,-2.14,-2.303,18
22,c1(N2CC(C3CCCCC3)C(C3CCCCC3n3c4nc[nH]c(=O)c4nc3)CC2)cc(C(NC=O)N2CCN(N3CCN(N4CCCC4)CC3)CC2)[nH]c1,-4.249,-4.882,20
22,c1(N2CC(C3CCCCC3)C(C3CCCCC3n3c4nc[nH]c(=O)c4nc3)CC2)cc(C(NCN2CCN(N3CCN(N4CCCC4)CC3)CC2)=O)[nH]c1,-4.919700000000001,-10.685,25
22,c1cc[nH]c1,-3.227,-0.6934,1
23,C(NC(=O)N1(N2(c3(C(=C)c4ccccc4)cn[nH]c3)CCNCC2)CCNCC1)c1cc(C2(NC=O)CCNCC2)cc2c1cccc2,-4.605,-1.609,11
23,C(NC(=O)N1(N2(c3(C(=C)c4ccccc4)cn[nH]c3)CCNCC2)CCNCC1)c1cc(C2CCNCC2)cc2c1cccc2,-5.707,-1.387,10
23,C(NC(=O)N1(N2(c3(C=C)cn[nH]c3)CCNCC2)CCNCC1)c1cc(C2CCNCC2)cc2c1cccc2,-3.291,-1.387,9
23,C(NC(=O)N1(N2(c3(C=C)cn[nH]c3)CCNCC2)CCNCC1)c1ccc2ccccc2c1,-4.633,-1.099,7
23,C(NC(=O)N1(N2(c3(C=C)cn[nH]c3)CCNCC2)CCNCC1)c1cccc2c1cccc2,-6.74,-1.387,8
23,C(NC(=O)N1(N2(c3cn[nH]c3)CCNCC2)CCNCC1)c1ccc2ccccc2c1,-6.35,-1.099,6
23,C(NC(=O)N1(N2(n3ncc(C(=C)c4ccccc4)c3)CCNCC2)CCNCC1)c1cc(C2(NC=O)CCNCC2)cc2c1cccc2,-2.588,-1.792,12
23,C(NC(=O)N1CCN(N2(n3nc(C(=C)c4ccccc4)cc3)CCNCC2)CC1)c1cc(C2(NC=O)CCNCC2)cc2c1cccc2,-11.695,-8.978,19
23,C(NC(=O)N1CCN(N2(n3ncc(C(=C)c4ccccc4)c3)CCNCC2)CC1)c1cc(C2(NC=O)CCNCC2)cc2c1cccc2,-8.947,-5.9719999999999995,15
23,C(NC(=O)N1CCN(N2CCN(n3nc(C(=C)c4ccccc4)cc3)CC2)CC1)c1cc(C2(NC=O)CCNCC2)cc2c1cccc2,-1.499,-2.484,20
23,C(NC(=O)N1CCN(N2CCN(n3nc(C=Cc4ccccc4)cc3)CC2)CC1)c1cc(C2(NC=O)CCNCC2)cc2c1cccc2,-2.906,-2.564,21
23,C(NC(=O)N1CCN(N2CCN(n3nc(C=Cc4ccccc4)cc3)CC2)CC1)c1cc(C2CCN(NC=O)CC2)cc2c1cccc2,-3.9414,-8.121,25
23,C(NC=O)N1(N2CCNCC2)CCNCC1,-2.697,-0.6934,3
23,C(NC=O)N1CCNCC1,-1.962,-0.6934,2
23,CNC(=O)N1(N2(c3cn[nH]c3)CCNCC2)CCNCC1,-5.49,-1.099,5
23,CNC(=O)N1(N2CCNCC2)CCNCC1,-4.44,-0.6934,4
23,CNC=O,-2.414,-0.6934,1
24,C1CN(N2(C(NC=O)C3(C(C)C4=CCCCC4)CCNCC3)CCNCC2)CCN1C(N)c1(N2CCNCC2)ccc2ccccc2c1,-3.236,-1.387,10
24,C1CN(N2(C(NC=O)C3(C(C)C4=CCCCC4)CCNCC3)CCNCC2)CCN1C(N)c1ccc2ccccc2c1,-4.816,-1.099,9
24,C1CN(N2(C(NC=O)C3(C(C)C4=CCCCC4)CCNCC3)CCNCC2)CCN1CNc1(N2CCNCC2)ccc2ccccc2c1,-2.758,-1.387,11
24,C1CN(N2(C(NC=O)C3(C(C)C4=CCCCC4)CCNCC3)CCNCC2)CCN1CNc1cc(N2CCNCC2)c2ccccc2c1,-2.531,-1.609,12
24,C1CN(N2(C(NC=O)C3(CC)CCNCC3)CCNCC2)CCN1C(N)c1ccc2ccccc2c1,-5.26,-1.099,8
24,C1CN(N2(C(NC=O)C3CCNCC3)CCNCC2)(CN)CCN1,-2.875,-0.6934,5
24,C1CN(N2(C(NC=O)C3CCNCC3)CCNCC2)CCN1C(N)c1ccc2ccccc2c1,-6.36,-1.099,7
24,C1CN(N2(C(NC=O)C3CCNCC3)CCNCC2)CCN1CN,-4.67,-1.099,6
24,C1CN(N2(CNC=O)CCNCC2)(CN)CCN1,-3.887,-0.6934,4
24,C1CN(N2(CNC=O)CCNCC2)CCN1,-3.104,-0.6934,3
24,C1CN(N2CCN(C(NC=O)C3(C(C)C4=CCCCC4)CCNCC3)CC2)CCN1CNc1cc(N2CCNCC2)c2ccccc2c1,-3.803,-1.609,13
24,C1CN(N2CCN(C(NC=O)C3(CCC4=CCCCC4)CCNCC3)CC2)CCN1CNc1cc(N2CCNCC2)c2ccccc2c1,-2.322,-1.792,14
24,C1CN(N2CCN(C(NC=O)N3CCC(CCC4=CCCCC4)CC3)CC2)CCN1CNc1cc(N2CCNCC2)c2ccccc2c1,-1.851,-1.946,15
24,C1CN(N2CCN(CNC(=O)N3CCC(CCC4=CCCCC4)CC3)CC2)CCN1CNc1cc(N2CCNCC2)c2ccccc2c1,-7.741999999999999,-6.58,18
24,C1CN(N2CCN(CNC(=O)N3CCC(CCC4CC=CCC4)CC3)CC2)CCN1CNc1cc(N2CCNCC2)c2ccccc2c1,-7.8617,-15.567,25
24,C1CN(N2CCNCC2)CCN1,-1.896,-0.6934,2
24,C1CNCCN1,-1.898,-0.6934,1
25,c1c(-[n+]2cc(C3(C4=CCCCC4)CCNCC3)ccc2)(C2(C3(C4CCNCC4)CCCCC3)(c3cncnc3C3CCNCC3)CCCCC2)c[nH+]cc1,-5.1865234375,-3.73828125,15
25,c1c(-[n+]2cc(C3(C4=CCCCC4)CCNCC3)ccc2)(C2(C3CCC(C4CCNCC4)CC3)(c3cncnc3C3CCNCC3)CCCCC2)c[nH+]cc1,-3.818359375,-4.27734375,17
25,c1c(-[n+]2cc(C3C(C4=CCCCC4)CCNC3)ccc2)(C2(C3CCC(C4CCNCC4)CC3)(c3cncnc3C3CCNCC3)CCCCC2)c[nH+]cc1,-5.552734375,-4.701171875,19
25,c1c(-[n+]2cc(C3C(C4=CCCCC4)CCNC3)ccc2)(C2(C3CCCC(C4CCNCC4)C3)(c3cncnc3C3CCNCC3)CCCCC2)c[nH+]cc1,-2.59765625,-2.484375,20
25,c1c(-[n+]2cc(C3C(C4=CCCCC4)CCNC3)ccc2)(C2(c3cncnc3C3CCNCC3)CCCC(C3CCCC(C4CCNCC4)C3)C2)c[nH+]cc1,-5.947265625,-5.203125,22
25,c1c(-[n+]2cc(C3C(C4=CCCCC4)CCNC3)ccc2)(C2C(c3cncnc3C3CCNCC3)CC(C3CCCC(C4CCNCC4)C3)CC2)c[nH+]cc1,-1.32421875,-5.482421875,24
25,c1c(-c2(C3(C4=CCCCC4)CCNCC3)ccc[nH+]c2)(C2(C3(C4CCNCC4)CCCCC3)(c3(C4CCNCC4)cncnc3)CCCCC2)c[nH+]cc1,-7.95703125,-2.7734375,12
25,c1c(-c2(C3(C4=CCCCC4)CCNCC3)ccc[nH+]c2)(C2(C3(C4CCNCC4)CCCCC3)(c3cncnc3)CCCCC2)c[nH+]cc1,-10.345703125,-2.197265625,10
25,c1c(-c2(C3(C4=CCCCC4)CCNCC3)ccc[nH+]c2)(C2(C3(C4CCNCC4)CCCCC3)(c3cncnc3C3CCNCC3)CCCCC2)c[nH+]cc1,-2.38671875,-1.609375,13
25,c1c(-c2(C3(C4=CCCCC4)CCNCC3)ccc[nH+]c2)(C2(C3(C4CCNCC4)CCCCC3)CCCCC2)c[nH+]cc1,-7.55859375,-1.7919921875,8
25,c1c(-c2(C3CCNCC3)ccc[nH+]c2)(C2(C3(C4CCNCC4)CCCCC3)CCCCC2)c[nH+]cc1,-3.13671875,-0.693359375,6
25,c1c(-c2(C3CCNCC3)ccc[nH+]c2)(C2(C3CCCCC3)CCCCC2)c[nH+]cc1,-2.515625,-0.693359375,5
25,c1c(-c2ccc[nH+]c2)(C2(C3CCCCC3)CCCCC2)c[nH+]cc1,-4.21875,-0.693359375,4
25,c1c(-c2ccc[nH+]c2)(C2CCCCC2)c[nH+]cc1,-3.74609375,-0.693359375,3
25,c1c(-c2ccc[nH+]c2)c[nH+]cc1,-1.810546875,-0.693359375,2
25,c1c(C2C(c3cncnc3C3CCNCC3)CC(C3CCCC(C4CCNCC4)C3)CC2)c[n+](-[n+]2cc(C3C(C4=CCCCC4)CCNC3)ccc2)cc1,0.0,0.0,25
25,c1cc[nH+]cc1,-1.8134765625,-0.693359375,1
26,C1(c2(C(N)C(NC=O)c3(C4CCOCC4)ccccc3)ccc[nH+]c2)(C2(C3(C=C(C)C)CCNC3)CCOCC2)=CCCCC1,-15.0537109375,-9.037109375,15
26,C1(c2(C(N)C(NC=O)c3c(C4CCOCC4)cccc3)ccc[nH+]c2)(C2(C3(C=C(C)C)CCNC3)CCOCC2)=CCCCC1,-4.7421875,-2.197265625,16
26,C1(c2(C(N)C(NC=O)c3c(C4CCOCC4)cccc3)ccc[nH+]c2)(C2CCOC(C3(C=C(C)C)CCNC3)C2)=CCCCC1,-6.8046875,-6.8984375,19
26,C1(c2(C(N)C(NC=O)c3cccc(C4CCOCC4)c3)ccc[nH+]c2)(C2CCOC(C3(C=C(C)C)CCNC3)C2)=CCCCC1,-0.466796875,-2.484375,20
26,C1(c2(C(N)C(NC=O)c3cccc(C4CCOCC4)c3)ccc[nH+]c2)(C2CCOC(C3CC(C=C(C)C)CN3)C2)=CCCCC1,-0.46875,-2.564453125,21
26,C1(c2(C(N)C(NC=O)c3cccc(C4CCOCC4)c3)ccc[nH+]c2)=CC(C2CCOC(C3CC(C=C(C)C)CN3)C2)CCC1,-2.806640625,-2.638671875,22
26,C1(c2(C(N)C(NC=O)c3ccccc3)ccc[nH+]c2)(C2(C3(C=C(C)C)CCNC3)CCOCC2)=CCCCC1,-6.328125,-1.38671875,10
26,C1(c2(C(N)C(NC=O)c3ccccc3)ccc[nH+]c2)(C2(C3CCNC3)CCOCC2)=CCCCC1,-4.28515625,-1.38671875,9
26,C1(c2(C(N)C(NC=O)c3ccccc3)ccc[nH+]c2)(C2CCOCC2)=CCCCC1,-7.3984375,-2.4853515625,8
26,C1(c2(C(N)C(NC=O)c3ccccc3)ccc[nH+]c2)=CCCCC1,-5.671875,-1.0986328125,6
26,C1(c2(C(N)CNC=O)ccc[nH+]c2)=CCCCC1,-3.314453125,-1.0986328125,5
26,C1(c2(CN)ccc[nH+]c2)=CCCCC1,-8.232421875,-1.7919921875,4
26,C1(c2(CNC(NC=O)c3cccc(C4CCOCC4)c3)ccc[nH+]c2)=CC(C2CCOC(C3CC(C=C(C)C)CN3)C2)CCC1,-1.083984375,-2.708984375,23
26,C1(c2(CNCNC(=O)c3cccc(C4CCOCC4)c3)ccc[nH+]c2)=CC(C2CCOC(C3CC(C=C(C)C)CN3)C2)CCC1,-0.69091796875,-2.7734375,24
26,C1(c2ccc[n+](CNCNC(=O)c3cccc(C4CCOCC4)c3)c2)=CC(C2CCOC(C3CC(C=C(C)C)CN3)C2)CCC1,0.0,0.0,25
26,C1(c2ccc[nH+]c2)=CCCCC1,-1.822265625,-0.693359375,2
26,C1=CCCCC1,-2.80859375,-0.693359375,1
27,C1(C2CCOC(C3=CCCCC3)C2)CCN(c2(C3CCN(C4(C5CCCN5)=CCC(N5(N6CCNCC6)CCNCC5)CC4)CC3)ccc[nH+]c2)CC1,-0.2476806640625,-2.638671875,22
27,C1(C2CCOC(C3=CCCCC3)C2)CCN(c2ccc[n+](C3CCN(C4(C5CCCN5)=CCC(N5(N6CCNCC6)CCNCC5)CC4)CC3)c2)CC1,-1.109375,-2.708984375,23
27,C1(C2CCOC(C3=CCCCC3)C2)CCN(c2ccc[n+](C3CCN(C4(C5CCCN5)=CCC(N5CCN(N6CCNCC6)CC5)CC4)CC3)c2)CC1,-0.8408203125,-2.7734375,24
27,C1(C2CCOC(C3=CCCCC3)C2)CCN(c2ccc[n+](C3CCN(C4=CC(C5CCCN5)C(N5CCN(N6CCNCC6)CC5)CC4)CC3)c2)CC1,0.0,0.0,25
27,C1(c2(C3(C4(C5CCCN5)(N5(N6CCNCC6)CCNCC5)=CCCCC4)CCNCC3)ccc[nH+]c2)(C2(C3=CCCCC3)CCOCC2)CCNCC1,-3.72265625,-1.609375,12
27,C1(c2(C3(C4(C5CCCN5)(N5(N6CCNCC6)CCNCC5)=CCCCC4)CCNCC3)ccc[nH+]c2)(C2CCOC(C3=CCCCC3)C2)CCNCC1,-2.38671875,-1.7919921875,13
27,C1(c2(C3(C4(C5CCCN5)=CCC(N5(N6CCNCC6)CCNCC5)CC4)CCNCC3)ccc[nH+]c2)(C2CCOC(C3=CCCCC3)C2)CCNCC1,-12.734375,-12.716796875,19
27,C1(c2(C3(C4(C5CCNC5)(N5(N6CCNCC6)CCNCC5)=CCCCC4)CCNCC3)ccc[nH+]c2)(C2(C3=CCCCC3)CCOCC2)CCNCC1,-3.21484375,-1.609375,11
27,C1(c2(C3(C4(C5CCNC5)(N5CCNCC5)=CCCCC4)CCNCC3)ccc[nH+]c2)(C2(C3=CCCCC3)CCOCC2)CCNCC1,-4.4765625,-1.609375,10
27,C1(c2(C3(C4(C5CCNC5)=CCCCC4)CCNCC3)ccc[nH+]c2)(C2(C3=CCCCC3)CCOCC2)CCNCC1,-4.8046875,-1.609375,9
27,C1(c2(C3(C4=CCCCC4)CCNCC3)ccc[nH+]c2)(C2(C3=CCCCC3)CCOCC2)CCNCC1,-3.787109375,-1.38671875,8
27,C1(c2(C3CCN(C4(C5CCCN5)=CCC(N5(N6CCNCC6)CCNCC5)CC4)CC3)ccc[nH+]c2)(C2CCOC(C3=CCCCC3)C2)CCNCC1,-3.670654296875,-5.048828125,21
27,C1(c2(C3CCNCC3)ccc[nH+]c2)(C2(C3=CCCCC3)CCOCC2)CCNCC1,-7.716796875,-2.4853515625,7
27,C1(c2(C3CCNCC3)ccc[nH+]c2)(C2CCOCC2)CCNCC1,-5.982421875,-1.38671875,5
27,C1(c2ccc[nH+]c2)(C2CCOCC2)CCNCC1,-3.83984375,-0.693359375,3
27,C1(c2ccc[nH+]c2)CCNCC1,-1.814453125,-0.693359375,2
27,C1CCNCC1,-1.6162109375,-0.693359375,1
28,C1(c2(C3(C(NC)=O)=CCCCC3)cscn2)(C2CCNC2)CCNCC1,-4.98828125,-1.0986328125,6
28,C1(c2(C3(C(NCC4(C5(N6CCNCC6)CCNCC5)CCNCC4)=O)(C4CCCCC4)=CCCCC3)cscn2)(C2CCNC2)CCNCC1,-15.0966796875,-12.5927734375,16
